Id,Title,Description,Status,Due date,Owner id,Created by id,Updated by id,Created at,Updated at,Outcome,Task type,Completed date
70003795504,call back,Shared details through whats app.,Completed,2022-11-17 10:30:00 UTC,70000110350,70000110350,70000110350,2022-11-16 09:10:02 UTC,2022-11-17 06:02:18 UTC,,Follow up,2022-11-17 06:01:40 UTC
70003796532,Follow up,Call back after 5 pm,Completed,2022-11-16 17:00:00 UTC,70000110352,70000110352,70000110352,2022-11-16 10:40:17 UTC,2022-11-17 06:16:01 UTC,,Call reminder,2022-11-17 06:15:58 UTC
70003796605,follow up,Advice me call her back after 7 pm,Completed,2022-11-16 10:46:00 UTC,70000110352,70000110352,70000110352,2022-11-16 10:47:52 UTC,2022-11-17 06:15:50 UTC,,,2022-11-17 06:15:11 UTC
70003805071,Follow up,,Completed,2022-11-18 06:43:00 UTC,70000110350,70000110350,70000110350,2022-11-17 06:43:55 UTC,2022-11-18 06:43:51 UTC,Left message,Follow up,2022-11-18 06:43:49 UTC
70003822158,Bad Timing,Tried calling so many times client is not  lifting my call...All details sent through whats app,Overdue,2022-11-30 05:12:00 UTC,70000110352,70000110352,70000110352,2022-11-19 05:15:31 UTC,2022-11-19 05:15:31 UTC,No response,Follow up,
70003822226,Channel Partner,This Client is a Channel partner,Overdue,2022-11-20 05:24:00 UTC,70000110352,70000110352,70000110352,2022-11-19 05:28:29 UTC,2022-11-19 05:28:29 UTC,Not interested,,
70003822240,Mobile number is in complete,Since the mobile number is incomplete.. All details sent through email....,Overdue,2022-11-20 05:29:00 UTC,70000110352,70000110352,70000110352,2022-11-19 05:32:20 UTC,2022-11-19 05:32:20 UTC,,,
70003834189,No response,Tried calling so many times to client. Client is not lifting the phone calls,Overdue,2022-11-22 07:28:00 UTC,70000110352,70000110352,70000110352,2022-11-21 07:30:02 UTC,2022-11-21 07:30:02 UTC,,,
70003834223,no Response,Again tried calling client is not lifting my calls ..Alll details sent through whats app,Overdue,2022-11-22 07:31:00 UTC,70000110352,70000110352,70000110352,2022-11-21 07:33:00 UTC,2022-11-21 07:33:00 UTC,,,
70003852389,Bad timing,Tried calling so many times client is not responding my calls.. All details sent through email and whats app,Overdue,2022-11-24 05:43:00 UTC,70000110352,70000110352,70000110352,2022-11-23 05:45:55 UTC,2022-11-23 05:45:55 UTC,No response,Follow up,
70003852559,follow up,Discussed with client over phone now.. Client says they need ready made ones ..All details sent through email and whats app.. Client said will check with there parents and revert back,Overdue,2022-11-24 06:05:00 UTC,70000110352,70000110352,70000110352,2022-11-23 06:07:02 UTC,2022-11-23 06:07:02 UTC,Left message,Follow up,
70003852627,Bad timing,"Client advice me to call him tommorrow rigt no he is very in meetings
 Client responded me by 1 pm now and said his budget is up to 1.5 cr and maximum up 2crore only. And also pitched regarding our up coming projects too according to his budget",Overdue,2022-11-24 06:10:00 UTC,70000110352,70000110352,70000110352,2022-11-23 06:12:14 UTC,2022-11-23 07:26:01 UTC,Left message,Follow up,
70003861920,customer,Client need ready made flat for her parents ...Explained and whats app our project.. . Client said will check and revert back to us if needed after having discussion with there parents,Overdue,2022-11-25 05:53:00 UTC,70000110352,70000110352,70000110352,2022-11-24 05:55:20 UTC,2022-11-24 05:55:20 UTC,,,
70003861957,bad timing,Tried calling so many times client is not answering my calls.. All details sent through whats app and email,Completed,2022-11-25 05:58:00 UTC,70000110352,70000110352,70000110352,2022-11-24 05:59:26 UTC,2022-11-24 05:59:26 UTC,,Follow up,2022-11-24 05:59:22 UTC
70003864400,follow up,"",Completed,2022-12-22 09:44:00 UTC,70000110350,70000110350,70000110350,2022-11-24 09:44:42 UTC,2022-12-22 09:39:29 UTC,,Follow up,2022-12-22 09:39:29 UTC
70003870270,Bad timing,Tried calling so many times.. Client is disconnecting my calls..All details sent through whats app ,Overdue,2022-11-26 05:32:00 UTC,70000110352,70000110352,70000110352,2022-11-25 05:34:14 UTC,2022-11-25 05:34:14 UTC,No response,Follow up,
70003870529,Follow up,Client  will take a call once model flat is ready...Client need 3 bhk flat in our project..All details sent through whats app and email,Overdue,2022-11-26 06:02:00 UTC,70000110352,70000110352,70000110352,2022-11-25 06:05:02 UTC,2022-11-25 06:05:02 UTC,Interested,Follow up,
70003909936,Ready made ones,Client need ready to move in flats at sreenagar colony...wanted 3 bhk flat. Unfortunately our flats is under construction,Overdue,2022-11-27 05:36:00 UTC,70000110352,70000110352,70000110352,2022-11-26 05:38:58 UTC,2022-11-26 05:38:58 UTC,Interested,Follow up,
70003910307,follow up,After discussing with client ... All details sent through whats app..Client said will check and revert back to us,Overdue,2022-11-27 06:28:00 UTC,70000110352,70000110352,70000110352,2022-11-26 06:29:51 UTC,2022-11-26 06:29:51 UTC,,,
70003920287,bad timing,lMobile pHone is not getting connect tried calling so many times...All details sent trough whats app and email,Overdue,2022-11-29 05:54:00 UTC,70000110352,70000110352,70000110352,2022-11-28 05:57:55 UTC,2022-11-28 05:57:55 UTC,No response,Follow up,
70003924765,BAD TIMING,tRIED CALLING SO MANY TIME CLIENT IS NOT ANSWERING MY CALL ALL DETAILS SENT THROUGH WHATS APP AND EMAIL,Overdue,2022-11-29 09:18:00 UTC,70000110352,70000110352,70000110352,2022-11-28 09:57:09 UTC,2022-11-28 09:57:09 UTC,Left message,,
70003935312,follow up,As discussed with client all details sent through email ..Client said will check and revert back if needed,Overdue,2022-11-30 06:04:00 UTC,70000110352,70000110352,70000110352,2022-11-29 06:06:42 UTC,2022-11-29 06:06:42 UTC,,Follow up,
70003935438,bad timing,The person you are calling are not answering tried calling so many times..All details sent through whats app and email,Overdue,2022-11-30 06:11:00 UTC,70000110352,70000110352,70000110352,2022-11-29 06:13:41 UTC,2022-11-29 06:13:41 UTC,,Follow up,
70003935500,bad timing,The person you are calling is not answering..tried calling so many times all details sent through email and whats app,Overdue,2022-11-30 06:16:00 UTC,70000110352,70000110352,70000110352,2022-11-29 06:17:46 UTC,2022-11-29 06:17:46 UTC,,Follow up,
70003935650,follow up,Client responded my calls after two hours...And adviced me to forward all details through whats app . Client said will check and revert back if needed,Completed,2022-11-30 06:25:00 UTC,70000110352,70000110352,70000110352,2022-11-29 06:27:25 UTC,2022-11-29 06:27:25 UTC,,,2022-11-29 06:25:34 UTC
