Id,Related to id,Related to type,Call type,To number,From number,Call duration,Call status,Call cost,Is manual,User id,Created at,Updated at,Outcome,Notes,Recording Url
70005610375,70060231062,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 09:09:14 UTC,2022-11-16 09:09:14 UTC,Left message,"He is outside, unable to talk now. call back later",""
70005610463,70060237083,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 09:12:01 UTC,2022-11-16 09:12:01 UTC,No response,No response on follow up,""
70005610512,70060231069,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 09:13:43 UTC,2022-11-16 09:13:43 UTC,No response,No response on follow up calls,""
70005611235,70060231069,Contact,Incoming,,,,0,,true,70000110350,2022-11-16 09:42:25 UTC,2022-11-16 09:42:25 UTC,,Requested to share details of the project through whats app.,""
70005612755,70060533278,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 10:36:37 UTC,2022-11-16 10:36:37 UTC,Left message,Shared details through whats app.,""
70005612976,70060231061,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 10:44:15 UTC,2022-11-16 10:44:15 UTC,,Replied that he is looking for a property with a budget of less than 1crore,""
70005613038,70060533272,Contact,Outgoing,,,,0,,true,70000110352,2022-11-16 10:46:10 UTC,2022-11-16 10:46:10 UTC,Left message,Advice me to call her back After 7 pm,""
70005613481,70060231067,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 11:02:17 UTC,2022-11-16 11:02:17 UTC,Left message,Sent details through whats app.,""
70005613968,70060231070,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 11:18:53 UTC,2022-11-16 11:18:53 UTC,Left message,"No response on follow up, Left message on whats app.",""
70005614288,70060533273,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 11:32:26 UTC,2022-11-16 11:32:26 UTC,Left message,"No response on phone call, Left message on whats app",""
70005615429,70060533274,Contact,Outgoing,,,,0,,true,70000110350,2022-11-16 12:11:22 UTC,2022-11-16 12:11:22 UTC,,Shared details of the project through whats app,""
70005626945,70060231062,Contact,Outgoing,,,,0,,true,70000110350,2022-11-17 06:35:50 UTC,2022-11-17 06:35:50 UTC,Left message,Shared details through whats app,""
70005627167,70060533273,Contact,Outgoing,,,,0,,true,70000110350,2022-11-17 06:43:20 UTC,2022-11-17 06:43:20 UTC,Left message,Requested to share details through whats app. details shared.,""
70005647002,70060643961,Contact,Outgoing,,,,0,,true,70000110350,2022-11-18 06:37:30 UTC,2022-11-18 06:37:30 UTC,Left message,Shared details through whats app,""
70005663480,70060812734,Contact,Outgoing,,,,0,,true,70000110350,2022-11-19 05:22:28 UTC,2022-11-19 05:22:28 UTC,Left message,requested to share details along with site photos. Replied that they will try to visit our site and revert back,""
70005663529,70060788883,Contact,Outgoing,,,,0,,true,70000110350,2022-11-19 05:24:19 UTC,2022-11-19 05:24:19 UTC,Left message,Shared details of the project along with location map,""
70005663566,70060788878,Contact,Outgoing,,,,0,,true,70000110350,2022-11-19 05:26:02 UTC,2022-11-19 05:26:02 UTC,Left message,Shared details of the project,""
70005687841,70060788878,Contact,Outgoing,,,,0,,true,70000110350,2022-11-21 05:03:15 UTC,2022-11-21 05:03:15 UTC,No response,No response on follow up calls and messages,""
70005687905,70060812734,Contact,Outgoing,,,,0,,true,70000110350,2022-11-21 05:06:06 UTC,2022-11-21 05:06:06 UTC,Left message,On follow up : Replied that she is yet to visit the site. Will revert back,""
70005687917,70060231067,Contact,Outgoing,,,,0,,true,70000110350,2022-11-21 05:06:57 UTC,2022-11-21 05:06:57 UTC,No response,No response on follow up calls and messages,""
70005687975,70060533273,Contact,Outgoing,,,,0,,true,70000110350,2022-11-21 05:09:23 UTC,2022-11-21 05:09:23 UTC,No response,No response received on follow up call. Sent him a message.,""
70005713409,70060231070,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 09:24:52 UTC,2022-11-22 09:24:52 UTC,No response,No response on follow up calls or messages,""
70005714357,70060812734,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:02:27 UTC,2022-11-22 10:02:27 UTC,Left message,On follow up : Replied that still not visited site. Will revert back,""
70005714386,70060788883,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:03:19 UTC,2022-11-22 10:03:19 UTC,Left message,Sent follow up message.,""
70005714553,70060643961,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:10:16 UTC,2022-11-22 10:10:16 UTC,Left message,Sent follow up message,""
70005714768,70060533278,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:18:17 UTC,2022-11-22 10:18:17 UTC,Left message,Sent follow up message through whats app. No response received.,""
70005714804,70060533274,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:19:30 UTC,2022-11-22 10:19:30 UTC,Left message,"Sent follow up message, no response received.",""
70005714847,70060237083,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:21:18 UTC,2022-11-22 10:21:18 UTC,No response,No response on follow up calls ,""
70005714882,70060231069,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:22:27 UTC,2022-11-22 10:22:27 UTC,Left message,"Sent follow up messages , no response received.",""
70005714931,70060231062,Contact,Outgoing,,,,0,,true,70000110350,2022-11-22 10:24:10 UTC,2022-11-22 10:24:10 UTC,No response,No response on follow up calls and messages,""
70005732930,70061472840,Contact,Outgoing,,,,0,,true,70000110350,2022-11-23 09:14:35 UTC,2022-11-23 09:14:35 UTC,No response,No response on follow up calls,""
70005733001,70061472840,Contact,Incoming,,,,0,,true,70000110350,2022-11-23 09:17:52 UTC,2022-11-23 09:17:52 UTC,,Customer called back. when informed that I am calling from Arihant he disconnected the call,""
70005733016,70061472940,Contact,Outgoing,,,,0,,true,70000110350,2022-11-23 09:18:46 UTC,2022-11-23 09:18:46 UTC,Not interested,Looking for cosmo unit,""
70005733073,70061472847,Contact,Outgoing,,,,0,,true,70000110350,2022-11-23 09:21:34 UTC,2022-11-23 09:21:34 UTC,Left message,Shared details of the project through whats app.,""
70005751735,70061874700,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 08:54:41 UTC,2022-11-24 08:54:41 UTC,Not interested,Looking for cosmo unit,""
70005751780,70061874699,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 08:56:27 UTC,2022-11-24 08:56:27 UTC,Not interested,"",""
70005751805,70061874699,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 08:57:39 UTC,2022-11-24 08:57:39 UTC,Not interested,Not looking for property and disconnected the call.,""
70005751838,70061874696,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 08:59:44 UTC,2022-11-24 08:59:44 UTC,Not interested,Replied that he clicked it  by mistake,""
70005752593,70061874692,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 09:36:49 UTC,2022-11-24 09:36:49 UTC,Not interested,Looking for cosmo unit,""
70005752789,70061523945,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 09:44:14 UTC,2022-11-24 09:44:14 UTC,No response,Replied that his brother was going through the details. He is not in town. He will take at least a month to come down . Requested to call after a month.,""
70005752829,70061874693,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 09:45:52 UTC,2022-11-24 09:45:52 UTC,No response,No response on follow up ,""
70005753088,70061472930,Contact,Outgoing,,,,0,,true,70000110350,2022-11-24 09:56:38 UTC,2022-11-24 09:56:38 UTC,Not interested,Looking for cosmo unit,""
70005780876,70060812734,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 05:51:48 UTC,2022-11-26 05:51:48 UTC,Left message,"On follow up replied that customer saw the flat from outside, was not able to go inside the flat.  Also nobody was there . 
Enquired with us if discount can be given, which are the flats available. When asked about his interest they are requesting for photo of the flat to understand better.",""
70005780919,70061472847,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 05:53:40 UTC,2022-11-26 05:53:40 UTC,Left message,Shared them the site photo for his reference.,""
70005781715,70060788883,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 06:33:10 UTC,2022-11-26 06:33:10 UTC,Not interested,On follow up : replied that he is not interested,""
70005781733,70060231069,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 06:34:04 UTC,2022-11-26 06:34:04 UTC,No response,No response on follow up,""
70005781900,70061472835,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 06:41:47 UTC,2022-11-26 06:41:47 UTC,Not interested,Given number is inccorect,""
70005782050,70061472844,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 06:48:17 UTC,2022-11-26 06:48:17 UTC,Left message,Discussed on the project details and also shared details of the project.,""
70005782229,70061472947,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 06:56:43 UTC,2022-11-26 06:56:43 UTC,Left message,"Explained on the project details. Enquired  if the flat is approved ,since that area it has only 3 floors approval",""
70005784672,70061472959,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 09:21:05 UTC,2022-11-26 09:21:05 UTC,Not interested,Replied that she did not enquiry. ,""
70005784723,70061472965,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 09:24:26 UTC,2022-11-26 09:24:26 UTC,Left message,"Replied that he is out side, to call back later",""
70005784754,70079693652,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 09:26:08 UTC,2022-11-26 09:26:08 UTC,No response,No response on follow up,""
70005784774,70062096646,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 09:27:28 UTC,2022-11-26 09:27:28 UTC,Not able to reach,Contact number does not exists,""
70005784825,70062096650,Contact,Outgoing,,,,0,,true,70000110350,2022-11-26 09:31:01 UTC,2022-11-26 09:31:01 UTC,Left message,"Explained on the project details, requested to share details will go through and revert back.",""
70005806908,70062233891,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:21:12 UTC,2022-11-28 07:21:12 UTC,Not interested,Customer replied looking for 2bhk budget range of 70-80 lakhs and looking for cosmo project ,""
70005806959,70062233884,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:23:11 UTC,2022-11-28 07:23:11 UTC,Left message,Customer replied looking for 3bhk send the project details through will check & revert back ,""
70005807029,70060231064,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:25:50 UTC,2022-11-28 07:25:50 UTC,No response,Ringing no Response send the project details through WhatsApp ,""
70005807074,70060251514,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:27:41 UTC,2022-11-28 07:27:41 UTC,Not interested,Customer replied iam not interested wrongly enquired ,""
70005807137,70061472973,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:30:09 UTC,2022-11-28 07:30:09 UTC,No response,Ringing no Response send the project details through whatsapp ,""
70005807334,70062233893,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:39:38 UTC,2022-11-28 07:39:38 UTC,Not interested,Customer replied looking for 4bhk apartment maximum budget range 2cr not interested beyond the budget ,""
70005807666,70062233885,Contact,Outgoing,,,,0,,true,70000110351,2022-11-28 07:52:40 UTC,2022-11-28 07:52:40 UTC,Left message,Customer replied looking for 3bhk send the project details & cost sheet will check & revert back ,""
70005825718,70061472947,Contact,Incoming,,,,0,,true,70000110350,2022-11-29 06:54:21 UTC,2022-11-29 06:54:21 UTC,Left message,"Called to enquiry on the best possible price that can be offered. Replied him and gave his contact number to Abhishek sir to discuss on the pricing. After discussion, Shared him the price sheet with best price.",""
70005825754,70061472947,Contact,Outgoing,,,,0,,true,70000110350,2022-11-29 06:55:55 UTC,2022-11-29 06:55:55 UTC,Left message,On follow up : Customer replied that the builder is offering better rate and amenities. so not sure.,""
70005830941,70062233889,Contact,Outgoing,,,,0,,true,70000110350,2022-11-29 10:49:02 UTC,2022-11-29 10:49:02 UTC,No response,No response on follow up,""
70005831081,70062485113,Contact,Outgoing,,,,0,,true,70000110350,2022-11-29 10:53:49 UTC,2022-11-29 10:53:49 UTC,Left message,Requested to share details of the project she will go through the details and revert back,""
70005843694,70062233890,Contact,Outgoing,,,,0,,true,70000110351,2022-11-30 05:50:15 UTC,2022-11-30 05:50:15 UTC,Not interested,Customer replied i am not & disconnect the call ,""
70005843774,70061472977,Contact,Outgoing,,,,0,,true,70000110351,2022-11-30 05:54:26 UTC,2022-11-30 05:54:26 UTC,Not interested,Customer replied looking for 3 bhk 1.20cr budget range . Not interested beyond the budget ,""
70005843872,70062382638,Contact,Outgoing,,,,0,,true,70000110351,2022-11-30 05:58:36 UTC,2022-11-30 05:58:36 UTC,Not able to reach,Ringing no response send the project details through WhatsApp on follow up ,""
70005850155,70062626347,Contact,Outgoing,,,,0,,true,70000110350,2022-11-30 10:17:20 UTC,2022-11-30 10:17:20 UTC,No response,No response on follow up calls,""
70005851931,70062626335,Contact,Outgoing,,,,0,,true,70000110350,2022-11-30 11:27:06 UTC,2022-11-30 11:27:06 UTC,Left message,Sent him the details through whats app,""
70005852916,70062520642,Contact,Outgoing,,,,0,,true,70000110350,2022-11-30 12:04:03 UTC,2022-11-30 12:04:03 UTC,Not able to reach,Contact number is not in use.,""
70005866411,70061874693,Contact,Outgoing,,,,0,,true,70000110350,2022-12-01 09:06:58 UTC,2022-12-01 09:06:58 UTC,No response,No response on follow up,""
70005998785,70061084536,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:03:47 UTC,2022-12-08 06:03:47 UTC,No response,No response on follow up,""
70005998908,70061084537,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:07:45 UTC,2022-12-08 06:07:45 UTC,Left message,Shared details through whats app.,""
70005998971,70061084537,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:09:53 UTC,2022-12-08 06:09:53 UTC,Not interested,His budget is around 50 lakhs. ,""
70005999235,70061084538,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:17:22 UTC,2022-12-08 06:17:22 UTC,Left message,Left message on whats app. waiting for your reply,""
70005999500,70061084540,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:24:31 UTC,2022-12-08 06:24:31 UTC,Left message,Sent him message on whats app,""
